Type,Region,Make,Gear_Type,Origin,Options,Engine_Size,Mileage,Price,Car_Age,IsVintage,IsBigEngine,log_Mileage
GL,Riyadh,Mercedes,Automatic,Saudi,Full,4.8,106000,71000,10,False,False,11.571203807011969
Furniture,Al-Medina,Toyota,Automatic,Saudi,Full,4.0,288000,36000,14,False,False,12.570719231334277
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,1.6,45370,49000,4,False,False,10.722628413411364
Yukon,Al-Ahsa,GMC,Automatic,Gulf Arabic,Semi Full,5.3,275000,18000,27,False,False,12.524530013005734
Veloster,Riyadh,Hyundai,Automatic,Saudi,Full,2.0,248000,25000,9,False,False,12.421188057397055
L200,Jeddah,Mitsubishi,Manual,Saudi,Standard,2.5,197,71000,2,False,False,5.288267030694535
Datsun,Jeddah,Nissan,Manual,Saudi,Standard,2.7,77000,45000,7,False,False,11.251573687764477
6,Qassim,Mazda,Automatic,Gulf Arabic,Standard,2.0,196000,50000,6,False,False,12.185875040240456
City,Riyadh,Honda,Automatic,Gulf Arabic,Full,4.0,51000,43000,6,False,False,10.839600519357369
Victoria,Taef,Ford,Automatic,Saudi,Standard,4.6,320000,19500,16,False,False,12.676079399771027
G,Dammam,Mercedes,Automatic,Saudi,Full,4.0,188000,270000,7,False,False,12.144202560946876
Sonata,Dammam,Hyundai,Automatic,Saudi,Full,2.4,69000,51000,5,False,False,11.141876276228
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,1.4,90000,27000,4,False,False,11.407576060361786
Marquis,Tabouk,Ford,Automatic,Other,Standard,4.6,260000,18000,15,False,False,12.468440756144114
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,1.4,73567,36500,3,False,False,11.205965427562909
Elantra,Hail,Hyundai,Automatic,Saudi,Standard,2.0,86000,34000,5,False,False,11.362114203075018
S,Riyadh,Mercedes,Automatic,Other,Semi Full,5.0,350000,20000,17,False,False,12.765691290604371
Explorer,Riyadh,Ford,Automatic,Gulf Arabic,Full,3.5,127000,88000,6,False,False,11.751950239425476
Camry,Wadi Dawasir,Toyota,Automatic,Saudi,Standard,2.5,542966,22000,8,False,False,13.204803823588627
LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,5.7,19131,406500,2,False,False,9.859117604800188
FJ,Dammam,Toyota,Automatic,Saudi,Full,4.0,265000,110000,5,False,False,12.487488878546145
Land Cruiser,Dammam,Toyota,Manual,Saudi,Standard,4.5,86000,90000,16,False,False,11.362114203075018
Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2.7,331000,62000,6,False,False,12.709876675502672
Tahoe,Al-Ahsa,Chevrolet,Automatic,Saudi,Standard,5.3,250000,40000,11,False,False,12.429220196836383
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,1.6,20000,41000,5,False,False,9.90353755128617
Taurus,Dammam,Ford,Automatic,Other,Semi Full,3.5,108000,79000,6,False,False,11.58989576532275
Sentra,Riyadh,Nissan,Automatic,Saudi,Standard,1.6,50700,37000,5,False,False,10.83370091325064
Yaris,Tabouk,Toyota,Automatic,Saudi,Standard,1.5,12500,32000,5,False,False,9.433563920090563
Rio,Jubail,Kia,Manual,Saudi,Standard,1.4,218000,11500,11,False,False,12.292254928916668
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,1.5,119000,32000,6,False,False,11.686887175419702
Symbol,Riyadh,Renault,Automatic,Saudi,Standard,1.6,173000,16000,6,False,False,12.06105265381003
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2.4,161796,54500,4,False,False,11.994097742025486
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,1.4,89685,34500,3,False,False,11.40406996005754
Q,Riyadh,INFINITI,Automatic,Saudi,Full,3.5,5000,90500,3,False,False,8.517393171418904
Sierra,Khobar,GMC,Automatic,Saudi,Full,8.0,2800,180000,1,False,True,7.937731775260109
Optima,Jeddah,Kia,Automatic,Saudi,Standard,2.0,72000,43000,7,False,False,11.184435286790631
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,4.0,107,125000,5,False,False,4.68213122712422
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,1.4,181802,25500,7,False,False,12.110678962239529
3,Al-Medina,Mazda,Automatic,Saudi,Standard,1.8,23000,55000,4,False,False,10.043292972227004
The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2.0,14000,349000,2,False,False,9.546884034617925
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,5.3,300000,48000,9,False,False,12.611541086966115
LX,Jeddah,Lexus,Automatic,Saudi,Full,5.7,10000,425000,2,False,False,9.210440366976517
Yukon,Aseer,GMC,Automatic,Saudi,Full,5.3,28000,15000,21,False,False,10.239995502805316
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,5.3,200000,42000,11,False,False,12.206077645517674
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,1.6,73000,45000,4,False,False,11.19822841866684
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,3.3,83000,50000,5,False,False,11.326607934898927
Innova,Hafar Al-Batin,Toyota,Automatic,Saudi,Standard,2.7,90000,20000,14,False,False,11.407576060361786
Prado,Hafar Al-Batin,Toyota,Automatic,Gulf Arabic,Semi Full,1.0,95000,130000,5,False,False,11.461642696843066
GS,Riyadh,Lexus,Automatic,Gulf Arabic,Full,5.0,95000,250000,4,False,False,11.461642696843066
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2.0,71000,65000,4,False,False,11.170449240431308
Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,5.0,132501,245000,6,False,False,11.794353018634117
Ertiga,Al-Medina,Suzuki,Automatic,Saudi,Semi Full,1.8,168000,22000,7,False,False,12.031725210748633
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2.7,320000,65000,6,False,False,12.676079399771027
Cerato,Jeddah,Kia,Automatic,Saudi,Semi Full,1.6,112000,30000,6,False,False,11.626263078808801
Sorento,Al-Ahsa,Kia,Automatic,Saudi,Semi Full,6.0,171000,45000,7,False,False,12.049424683420915
S,Aseer,Mercedes,Automatic,Saudi,Full,1.0,190,65000,14,False,False,5.25227342804663
Cerato,Dammam,Kia,Automatic,Saudi,Standard,1.6,132700,29000,5,False,False,11.795853756086931
Yukon,Aseer,GMC,Automatic,Saudi,Standard,5.3,235000,40000,14,False,False,12.367345048436391
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Full,4.0,58000,151000,3,False,False,10.968215530759236
RX5,Abha,MG,Automatic,Saudi,Full,2.0,4500,65000,2,False,False,8.412054873292933
Optima,Riyadh,Kia,Automatic,Gulf Arabic,Full,2.4,79680,49000,7,False,False,11.28578644238053
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,1.5,87537,26800,3,False,False,11.379828263785244
F150,Aseer,Ford,Automatic,Saudi,Semi Full,5.7,59000,2665,3,False,False,10.985309671896763
Envoy,Jeddah,GMC,Automatic,Other,Standard,4.2,242000,14250,13,False,False,12.396697137361691
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,1.5,131000,35000,4,False,False,11.782960235741939
Sentra,Riyadh,Nissan,Automatic,Saudi,Semi Full,1.4,165000,18500,8,False,False,12.013706813470414
Camry,Tabouk,Toyota,Automatic,Saudi,Standard,2.5,120,55000,5,False,False,4.795790545596741
Pilot,Dammam,Honda,Automatic,Other,Semi Full,6.0,4130,15000,17,False,False,8.326274787396764
RX,Dammam,Lexus,Automatic,Saudi,Full,3.5,121000,130000,6,False,False,11.703554089007538
CT6,Riyadh,Cadillac,Automatic,Saudi,Full,3.6,27000,150000,4,False,False,10.203629181337648
Picanto,Jeddah,Kia,Manual,Saudi,Standard,1.0,200000,10000,12,False,False,12.206077645517674
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,1.6,109746,34000,5,False,False,11.605932995711878
Hilux,Qassim,Toyota,Manual,Saudi,Standard,2.7,533399,35000,14,False,False,13.187026890730051
Elantra,Najran,Hyundai,Manual,Saudi,Standard,2.0,300000,13000,11,False,False,12.611541086966115
Sportage,Dammam,Kia,Automatic,Saudi,Semi Full,2.0,128000,60000,4,False,False,11.759793355371237
Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,5.0,44000,365000,4,False,False,10.691967639914864
X,Riyadh,BMW,Automatic,Other,Full,3.0,290,48000,11,False,False,5.673323267171493
Hilux,Jeddah,Toyota,Manual,Saudi,Full,2.7,900000,14000,27,False,False,13.710151153416941
Hilux,Arar,Toyota,Manual,Saudi,Full,2.7,35000,85000,4,False,False,10.463131911491967
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,1.4,183000,27000,5,False,False,12.117246896289503
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,1.6,36000,45000,7,False,False,10.491301994830229
Senta fe,Riyadh,Hyundai,Automatic,Saudi,Semi Full,3.3,62000,55000,6,False,False,11.034905792929415
Patrol,Dammam,Nissan,Automatic,Saudi,Full,5.6,106000,135000,8,False,False,11.571203807011969
Cruze,Dammam,Chevrolet,Automatic,Saudi,Semi Full,1.8,101000,30000,5,False,False,11.522885696764481
Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2.0,270000,27000,7,False,False,12.506180941677357
F150,Qassim,Ford,Automatic,Saudi,Full,3.2,200000,58000,8,False,False,12.206077645517674
Grand Cherokee,Jeddah,Jeep,Automatic,Saudi,Full,5.8,270000,60000,8,False,False,12.506180941677357
Sierra,Tabouk,GMC,Automatic,Saudi,Full,5.3,272,70000,7,False,False,5.60947179518496
ES,Tabouk,Lexus,Automatic,Saudi,Full,3.6,137000,90000,9,False,False,11.827743504053695
Land Cruiser,Qassim,Toyota,Manual,Gulf Arabic,Semi Full,4.6,315,60000,15,False,False,5.755742213586912
Other,Al-Medina,Mitsubishi,Manual,Saudi,Standard,2.5,140000,45000,16,False,False,11.849404844423074
C300,Dammam,Chrysler,Automatic,Other,Full,3.5,83000,86000,6,False,False,11.326607934898927
Prado,Qassim,Toyota,Automatic,Saudi,Semi Full,4.0,131000,137000,4,False,False,11.782960235741939
Azera,Riyadh,Hyundai,Automatic,Saudi,Full,3.5,44000,96000,4,False,False,10.691967639914864
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2.0,60000,78000,3,False,False,11.002116507732017
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,1.5,61000,38000,3,False,False,11.0186455364637
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,1.6,109000,31000,5,False,False,11.599112335481124
Fleetwood,Al-Ahsa,Cadillac,Automatic,Other,Full,5.7,91000,65000,31,True,False,11.418625774449598
Camry,Al-Medina,Toyota,Automatic,Unknown,Full,2.5,10616,104500,2,False,False,9.270211769013573
Altima,Riyadh,Nissan,Automatic,Gulf Arabic,Semi Full,2.5,48096,68000,4,False,False,10.78097508408639
Escalade,Al-Medina,Cadillac,Automatic,Other,Full,6.2,194000,37000,12,False,False,12.175618592671356
Silverado,Dammam,Chevrolet,Automatic,Saudi,Standard,5.3,57000,89000,4,False,False,10.950824090522445
Suburban,Al-Jouf,Chevrolet,Automatic,Saudi,Semi Full,8.0,399,37000,11,False,True,5.991464547107982
Camry,Al-Baha,Toyota,Automatic,Saudi,Full,2.5,31000,75000,5,False,False,10.34177474101152
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,5.4,177078,51000,10,False,False,12.08435123966501
Tiggo,Riyadh,Chery,Automatic,Saudi,Standard,1.5,4175,42500,1,False,False,8.337109129562474
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,4.8,514,60000,15,False,False,6.244166900663736
Q,Jeddah,INFINITI,Automatic,Saudi,Full,3.7,2000,155000,2,False,False,7.601402334583733
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Full,2.7,220000,68000,6,False,False,12.301387370778713
Hilux,Al-Ahsa,Toyota,Automatic,Saudi,Full,2.7,22000,120000,2,False,False,9.99884318585288
H1,Taef,Hyundai,Automatic,Saudi,Semi Full,1.4,127000,1959,6,False,False,11.751950239425476
G80,Riyadh,Genesis,Automatic,Saudi,Full,3.0,52000,130000,3,False,False,10.859018228147887
Odyssey,Riyadh,Honda,Automatic,Saudi,Full,3.5,260000,33000,12,False,False,12.468440756144114
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2.7,400000,60000,5,False,False,12.899222326086994
Malibu,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2.4,117000,45000,5,False,False,11.669937760751914
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2.7,111362,64500,4,False,False,11.620550414860553
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,6.0,230000,75000,6,False,False,12.345838935721968
Tucson,Dammam,Hyundai,Automatic,Saudi,Standard,2.0,155000,45000,6,False,False,11.951186847493476
Odyssey,Jeddah,Honda,Automatic,Saudi,Semi Full,3.5,1300,165000,2,False,False,7.170888478512505
C,Al-Medina,Mercedes,Automatic,Saudi,Full,2.5,118000,119000,5,False,False,11.678448377988165
GLC,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2.0,7000,275000,2,False,False,8.853808274977197
Accent,Jeddah,Hyundai,Automatic,Saudi,Full,1.6,34000,56000,2,False,False,10.434145214930487
Q5,Jeddah,Audi,Automatic,Saudi,Standard,2.5,17000,138000,4,False,False,9.741027444837728
Seven,Riyadh,Changan,Automatic,Saudi,Standard,1.5,37644,27500,2,False,False,10.535955422284223
Explorer,Riyadh,Ford,Automatic,Gulf Arabic,Full,3.5,53000,113000,6,False,False,10.87806606028079
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2.5,136111,53500,6,False,False,11.821233355215666
Spark,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,1.4,58000,26000,3,False,False,10.968215530759236
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,3.5,8968,81500,3,False,False,9.101529466118004
CS35,Dammam,Changan,Automatic,Saudi,Full,1.6,2400,51000,1,False,False,7.783640596221253
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,4.0,4900,258000,1,False,False,8.497194544909547
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,1.6,155000,21000,8,False,False,11.951186847493476
Accord,Al-Namas,Honda,Automatic,Saudi,Standard,5.0,300000,30000,10,False,False,12.611541086966115
Accent,Al-Jouf,Hyundai,Automatic,Saudi,Semi Full,1.4,114969,30000,4,False,False,11.652426503747787
Marquis,Jazan,Ford,Automatic,Other,Full,4.6,274000,35500,13,False,False,12.520887034998584
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,1.6,120377,42000,4,False,False,11.698392070908255
Hilux,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2.7,32595,105000,3,False,False,10.39194486044011
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,1.5,190000,26000,6,False,False,12.154784614286667
Edge,Jubail,Ford,Automatic,Other,Semi Full,3.5,187200,25000,12,False,False,12.139938184891703
CX9,Riyadh,Mazda,Automatic,Saudi,Full,2.5,21367,148500,2,False,False,9.969649754789797
Pathfinder,Riyadh,Nissan,Automatic,Saudi,Standard,3.5,111,30000,15,False,False,4.718498871295094
Azkarra,Dammam,Geely,Automatic,Saudi,Full,1.5,23000,75000,1,False,False,10.043292972227004
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,1.3,137200,32000,5,False,False,11.829202282877098
Flex,Al-Ahsa,Ford,Automatic,Other,Standard,3.5,183000,60000,6,False,False,12.117246896289503
Hilux,Hail,Toyota,Automatic,Saudi,Semi Full,2.7,162500,84000,6,False,False,11.998439434579149
E,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,3.0,114000,106000,6,False,False,11.643962499267984
Azera,Tabouk,Hyundai,Automatic,Other,Semi Full,3.5,37000,1846,2,False,False,10.518700218288165
Tahoe,Jubail,Chevrolet,Automatic,Saudi,Standard,5.3,304000,50000,11,False,False,12.624786269856633
Tucson,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2.0,22000,80000,2,False,False,9.99884318585288
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Standard,5.3,124000,120000,6,False,False,11.728044909070785
Expedition,Aseer,Ford,Automatic,Saudi,Semi Full,5.4,140000,36000,8,False,False,11.849404844423074
Hilux,Makkah,Toyota,Automatic,Saudi,Semi Full,2.7,211000,66000,6,False,False,12.259618151783465
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,1.5,128000,32000,4,False,False,11.759793355371237
Veloster,Jeddah,Hyundai,Automatic,Saudi,Full,2.0,149675,25000,9,False,False,11.91622823691371
A4,Jeddah,Audi,Automatic,Gulf Arabic,Full,1.8,223000,27000,13,False,False,12.314931534737134
Prado,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,4.0,92000,130000,4,False,False,11.429554725537322
Yukon,Hail,GMC,Automatic,Saudi,Semi Full,5.3,223,40000,11,False,False,5.4116460518550396
Camry,Dammam,Toyota,Automatic,Saudi,Full,2.5,135000,73000,5,False,False,11.813037464800539
Azera,Riyadh,Hyundai,Automatic,Saudi,Standard,3.0,107154,61000,5,False,False,11.582031663368776
Charger,Abha,Dodge,Automatic,Saudi,Full,5.7,216841,40000,9,False,False,12.286924256722259
Land Cruiser,Jeddah,Toyota,Manual,Saudi,Standard,1.1,325605,30000,20,False,False,12.693443340459165
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,1.5,79000,36000,4,False,False,11.277215789596893
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,1.6,197990,30000,5,False,False,12.195976854098129
XJ,Jeddah,Jaguar,Automatic,Saudi,Full,3.0,38000,155000,6,False,False,10.545367754151743
A3,Jeddah,Audi,Automatic,Saudi,Semi Full,1.4,6000,105000,2,False,False,8.699681400989514
Acadia,Riyadh,GMC,Automatic,Gulf Arabic,Full,3.6,220000,40000,10,False,False,12.301387370778713
Optima,Riyadh,Kia,Manual,Saudi,Standard,2.4,104000,25000,7,False,False,11.552155793461898
Avalon,Jeddah,Toyota,Automatic,Saudi,Semi Full,3.5,86000,87000,6,False,False,11.362114203075018
Furniture,Sakaka,Toyota,Automatic,Saudi,Full,2.7,400000,50000,8,False,False,12.899222326086994
Land Cruiser Pickup,Riyadh,Toyota,Manual,Gulf Arabic,Full,4.0,1519,175000,1,False,False,7.326465613840322
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,1.4,130000,32000,4,False,False,11.775297421715827
Impala,Dammam,Chevrolet,Automatic,Saudi,Standard,3.5,91000,55000,6,False,False,11.418625774449598
Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,4.0,55000,123000,2,False,False,10.915106645867503
Land Cruiser 70,Riyadh,Toyota,Manual,Saudi,Semi Full,4.0,327193,75000,10,False,False,12.698308546134284
Sunny,Qassim,Nissan,Automatic,Gulf Arabic,Standard,1.5,156103,23000,6,False,False,11.958277730774835
Acadia,Riyadh,GMC,Automatic,Saudi,Semi Full,3.6,106000,75000,6,False,False,11.571203807011969
Sentra,Riyadh,Nissan,Automatic,Saudi,Semi Full,1.6,78000,38000,4,False,False,11.264476926102367
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,1.6,143021,30000,5,False,False,11.870753743562785
Accord,Riyadh,Honda,Automatic,Saudi,Full,1.5,39000,72000,4,False,False,10.571342565808699
Hilux,Tabouk,Toyota,Manual,Saudi,Standard,1.4,300000,20000,11,False,False,12.611541086966115
Wrangler,Dammam,Jeep,Automatic,Saudi,Full,3.0,70000,108000,4,False,False,11.156264806643742
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,5.0,303000,36000,15,False,False,12.621491384816093
VTC,Dammam,Nissan,Manual,Saudi,Standard,4.0,54000,42000,13,False,False,10.896757843893464
Taurus,Hail,Ford,Automatic,Saudi,Semi Full,6.0,166000,30000,10,False,False,12.019749091416921
Grand Cherokee,Najran,Jeep,Automatic,Saudi,Full,5.7,13300,3100,5,False,False,9.495594499353297
Land Cruiser Pickup,Riyadh,Nissan,Manual,Saudi,Full,4.8,50000,85000,6,False,False,10.819798284210286
H2,Jeddah,HAVAL,Automatic,Saudi,Full,1.5,2800,57000,1,False,False,7.937731775260109
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,1.6,114154,43000,3,False,False,11.645312453013554
Wrangler,Dammam,Jeep,Automatic,Saudi,Full,3.6,61300,165000,4,False,False,11.023551435004947
The 7,Jeddah,BMW,Automatic,Saudi,Full,3.5,110000,105000,7,False,False,11.608244735642321
FJ,Riyadh,Toyota,Automatic,Saudi,Full,4.0,259880,89000,7,False,False,12.467979112916877
Camry,Dammam,Toyota,Automatic,Gulf Arabic,Standard,2.5,107000,50000,5,False,False,11.580593459194764
Elantra,Makkah,Hyundai,Automatic,Saudi,Full,1.7,2600,95000,1,False,False,7.8636512654486515
Avalon,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,3.5,93000,75000,6,False,False,11.440365524765756
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2.5,71629,50000,4,False,False,11.179269259608496
Carnival,Dammam,Kia,Automatic,Saudi,Standard,3.5,126000,20000,13,False,False,11.744045122410057
Ghost,Dammam,Rolls-Royce,Automatic,Saudi,Full,6.0,40000,620000,6,False,False,10.596659732783579
Sonata,Riyadh,Hyundai,Automatic,Gulf Arabic,Full,2.4,38000,63000,6,False,False,10.545367754151743
Datsun,Dammam,Nissan,Manual,Saudi,Semi Full,2.4,87300,53500,6,False,False,11.377117196515812
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,5.7,100000,210000,5,False,False,11.51293546492023
Expedition,Dammam,Ford,Automatic,Saudi,Standard,5.4,190000,50000,9,False,False,12.154784614286667
Senta fe,Jeddah,Hyundai,Automatic,Saudi,Semi Full,3.3,120,57000,7,False,False,4.795790545596741
Tucson,Jeddah,Hyundai,Automatic,Saudi,Standard,2.0,17002,70500,4,False,False,9.741145078057485
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2.4,155000,35000,5,False,False,11.951186847493476
Prado,Dammam,Toyota,Automatic,Saudi,Full,4.0,69900,128000,6,False,False,11.154835234271214
Yukon,Hafar Al-Batin,GMC,Automatic,Saudi,Semi Full,5.3,410000,56600,10,False,False,12.923914877701906
Expedition,Jubail,Ford,Automatic,Saudi,Semi Full,5.4,184000,52000,8,False,False,12.122696471358964
Cadenza,Yanbu,Kia,Automatic,Saudi,Semi Full,3.3,17000,95000,2,False,False,9.741027444837728
Datsun,Al-Medina,Nissan,Manual,Saudi,Full,1.6,432000,27000,15,False,False,12.976183182038383
Charger,Riyadh,Dodge,Automatic,Saudi,Semi Full,3.6,165407,76500,6,False,False,12.016170427995766
HS,Jeddah,MG,Automatic,Saudi,Full,2.0,12000,80000,2,False,False,9.392745258631441
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,1.5,134000,36000,4,False,False,11.80560254159177
Suburban,Qurayyat,Chevrolet,Automatic,Saudi,Full,5.3,300000,30000,15,False,False,12.611541086966115
H1,Riyadh,Hyundai,Automatic,Saudi,Standard,2.4,144000,50000,7,False,False,11.87757552297847
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2.0,70568,51500,3,False,False,11.16434623356714
Tahoe,Al-Ahsa,Chevrolet,Automatic,Unknown,Semi Full,5.3,247000,42500,14,False,False,12.417147664184915
Sierra,Qassim,GMC,Automatic,Saudi,Semi Full,5.3,91000,135000,2,False,False,11.418625774449598
6,Jeddah,Mazda,Automatic,Saudi,Full,2.5,14500,106000,1,False,False,9.581972891547895
Expedition,Makkah,Ford,Automatic,Other,Full,5.4,364800,11000,19,False,False,12.807107278406626
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,1.4,138000,24000,5,False,False,11.835016210489899
